Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
03/01/2023,02090,9,Fairbanks North Star Borough,AK,97.4,69152,71.4,68704,76.6,66168,82.1,61945,83.9,9898,91.4,62079,64.1,61805,68.9,5933,37.5,59652,74,55872,75.7,8979,82.9,25880,41.7,25878,41.9,25429,42.6,24338,43.6,13336,66.3,6925,77.1,7684,57.6,4554,65.8,C,10,11,10,11,11,12,Metro,2,3,2,3,3,4,11,11,11,11,3,3,3,3,96849,89670,15825,80563,73845,10828,11270,12.6,11055,13.7,10671,14.5,4413,40.8
03/01/2023,24023,9,Garrett County,MD,98.2,17545,60.5,17524,63.4,17260,67.2,16582,70,6213,92.6,15380,53,15366,55.6,825,20.9,15125,58.9,14541,61.4,5608,83.5,8225,53.5,8224,53.5,8192,54.2,8052,55.4,6365,64.9,4019,71.7,3186,50.1,2269,56.5,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,4,4,4,3,8,8,8,7,29014,27634,3949,25670,23685,6713,3453,12.5,3445,13.4,3402,14.4,2122,31.6
03/01/2023,31095,9,Jefferson County,NE,91,4115,58.4,,,,,,,,,4014,57,4013,60.2,283,24.8,3924,64.8,3730,67.5,1520,88.2,2717,67.7,2717,67.7,2705,68.9,2642,70.8,2029,80.8,1331,87.6,1186,58.5,854,64.2,A,2,2,1,2,3,4,Non-metro,6,6,5,6,7,8,4,4,4,4,8,8,8,8,7046,6670,1140,6060,5530,1724,1275,19.1,1269,20.9,1252,22.6,781,45.3
03/01/2023,31075,9,Grant County,NE,91,,,,,,,,,,,136,21.8,136,23.9,15,14.9,130,25.3,121,25.8,41,28.9,97,71.3,97,71.3,95,73.1,90,74.4,74,95,57,95,31,41.9,26,45.6,A,1,1,1,1,1,1,Non-metro,5,5,5,5,5,5,4,4,4,4,8,8,8,8,623,570,101,514,469,142,35,6.1,33,6.4,29,6.2,22,15.5
03/01/2023,20147,9,Phillips County,KS,93.9,2517,48.1,2507,50.7,2466,55,2389,58.7,1036,79.8,2351,44.9,2344,47.4,114,13,2302,51.4,2230,54.8,986,76,1177,50.1,1177,50.2,1167,50.7,1154,51.7,955,61.6,689,69.9,408,42.7,320,46.4,A,1,1,1,2,2,3,Non-metro,5,5,5,6,6,7,4,4,4,3,8,8,8,7,5234,4947,879,4480,4068,1298,439,8.9,432,9.6,429,10.5,300,23.1
03/01/2023,37149,9,Polk County,NC,96.8,12441,60,12412,62.2,12199,65.1,11734,67.1,5548,83.5,9710,46.9,9696,48.6,526,21.4,9548,50.9,9170,52.5,4380,65.9,2708,27.9,2707,27.9,2690,28.2,2625,28.6,2178,31.7,1450,33.1,611,28.1,424,29.2,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,5,5,5,5,5,5,5,5,20724,19940,2462,18752,17478,6644,1558,7.8,1548,8.3,1521,8.7,908,13.7
03/01/2023,41041,9,Lincoln County,OR,97.7,41001,82.1,40780,85.1,39410,88.4,37330,89.4,14647,95,36846,73.7,36757,76.7,2948,47.6,35653,80,33809,81,13603,92.8,23479,63.7,23475,63.9,23191,65,22451,66.4,17347,76.2,11485,84.4,10864,62.6,7959,69.3,C,11,11,11,12,12,12,Non-metro,7,7,7,8,8,8,12,12,12,12,8,8,8,8,49962,47936,6198,44588,41738,14656,11289,23.6,11146,25,10944,26.2,6829,46.6
03/01/2023,24013,9,Carroll County,MD,98.2,138557,82.3,137354,86.3,130795,90,120891,91.5,31293,95,125950,74.8,125141,78.6,15026,55.4,119241,82,110115,83.4,29184,95,74397,59.1,74333,59.4,72793,61,69044,62.7,44624,71.9,23444,80.3,26782,60,16057,68.5,A,3,3,4,4,4,4,Metro,3,3,4,4,4,4,4,4,4,4,4,4,4,4,168447,159220,27133,145387,132087,29112,35775,22.5,34965,24,33591,25.4,14920,51.3
03/01/2023,56023,9,Lincoln County,WY,97.1,10232,51.6,10219,55.1,9970,60.6,9372,64.2,3341,93.4,9081,45.8,9074,48.9,746,18.9,8870,53.9,8328,57,2962,82.8,4130,45.5,4130,45.5,4104,46.3,4015,48.2,3087,60,2009,67.8,1392,45.1,989,49.2,A,1,1,1,2,2,4,Non-metro,5,5,5,6,6,8,3,3,3,3,7,7,7,7,19830,18539,3939,16450,14600,3576,1518,8.2,1509,9.2,1490,10.2,891,24.9
03/01/2023,55031,9,Douglas County,WI,96.7,26327,61,26193,63.8,25380,67.5,24063,69.3,7731,93.3,21324,49.4,21282,51.8,1629,25.7,20668,55,19653,56.6,6735,81.3,11550,54.2,11550,54.3,11452,55.4,11141,56.7,8162,66.9,4944,73.4,4834,59.2,3339,67.5,B,5,6,5,6,6,8,Metro,1,2,1,2,2,4,8,8,8,7,4,4,4,3,43150,41056,6350,37612,34706,8288,8255,20.1,8190,21.8,8016,23.1,4272,51.5
03/01/2023,19169,9,Story County,IA,97.3,69601,71.7,68535,73.8,65068,75.3,60865,75.1,13003,95,63897,65.8,63247,68.2,7146,61,59994,69.4,56101,69.2,12589,95,39963,62.5,39907,63.1,38571,64.3,36503,65.1,19674,82.8,11270,89.5,14503,73.7,9236,82,B,7,7,8,7,7,8,Metro,3,3,4,3,3,4,8,8,8,8,4,4,4,4,97117,92805,11707,86450,81098,12269,23088,24.9,22286,25.8,21244,26.2,8958,73
03/01/2023,21003,9,Allen County,KY,94.1,9741,45.7,9732,48.6,9611,53.1,9141,55.7,2849,74,8689,40.8,8684,43.3,503,13.8,8581,47.4,8181,49.8,2598,67.5,3900,44.9,3900,44.9,3890,45.3,3827,46.8,2983,58.7,1761,67.8,1232,41.3,866,49.2,C,9,9,9,9,9,11,Metro,1,1,1,1,1,3,11,11,11,11,3,3,3,3,21315,20044,3632,18088,16412,3851,1290,6.4,1290,7.1,1272,7.8,760,19.7
03/01/2023,41049,9,Morrow County,OR,97.7,7599,65.5,7577,70.5,7329,76.9,6748,80.1,1659,85.3,6745,58.1,6737,62.6,714,30.6,6559,68.8,6023,71.5,1525,78.4,2799,41.5,2799,41.5,2765,42.2,2653,44,1792,57.6,1017,66.7,841,46.9,580,57,C,10,10,10,11,11,11,Non-metro,6,6,6,7,7,7,11,11,11,11,7,7,7,7,11603,10754,2333,9532,8421,1945,1090,10.1,1067,11.2,1031,12.2,548,28.2
03/01/2023,16083,9,Twin Falls County,ID,97.7,49680,57.2,49458,61.3,47623,67,44449,70.5,13049,95,45091,51.9,45045,55.8,4582,26,43444,61.1,40463,64.2,12258,90.2,21957,48.7,21957,48.7,21663,49.9,20855,51.5,14749,67,9420,76.8,7953,53.9,5767,61.2,C,10,10,9,10,10,12,Non-metro,6,6,5,6,6,8,11,11,12,11,7,7,8,7,86878,80684,17610,71075,63074,13589,9934,12.3,9791,13.8,9493,15.1,5447,40.1
03/01/2023,39127,9,Perry County,OH,98.6,16163,44.7,16129,47.5,15781,51.5,15081,54.5,5025,81.8,15278,42.3,15256,45,957,15.2,14949,48.8,14299,51.7,4838,78.8,8087,52.9,8087,53,8043,53.8,7874,55.1,6137,66.6,3652,75.5,2899,47.2,2017,55.2,B,5,5,5,5,6,7,Metro,1,1,1,1,2,3,8,8,8,7,4,4,4,3,36134,33939,6288,30649,27651,6140,2828,8.3,2812,9.2,2774,10,1686,27.5
03/01/2023,31007,9,Banner County,NE,91,,,,,,,,,,,252,33.8,250,36.3,29,23,237,38.6,221,39.3,74,41.3,152,60.3,152,60.8,147,62,144,65.2,115,79.3,87,95,54,47,47,54,A,1,1,1,1,1,1,Non-metro,5,5,5,5,5,5,4,4,4,4,8,8,8,8,745,689,126,614,563,179,60,8.7,55,9,53,9.4,38,21.2
03/01/2023,23027,9,Waldo County,ME,96.2,34075,85.8,33866,89.2,32731,93.2,31023,95,11161,95,29634,74.6,29526,77.7,2592,47.3,28521,81.2,26934,82.9,9602,95,18580,62.7,18576,62.9,18368,64.4,17771,66,12983,75.8,8019,83.5,8783,67.7,6137,76.5,B,7,7,7,8,8,8,Non-metro,7,7,7,8,8,8,8,8,8,8,8,8,8,8,39715,37981,5483,35108,32498,9261,10909,28.7,10807,30.8,10588,32.6,6265,67.6
03/01/2023,42033,9,Clearfield County,PA,94.9,46368,58.5,46304,61.3,45575,65,43991,67.8,15297,92.1,41398,52.2,41353,54.7,2095,19.7,40677,58,39258,60.5,13756,82.8,20571,49.7,20568,49.7,20467,50.3,20129,51.3,14969,60.1,9266,67.4,7110,47.5,4931,53.2,C,10,10,9,10,10,12,Non-metro,6,6,5,6,6,8,11,12,12,11,7,8,8,7,79255,75553,10654,70103,64899,16614,8439,11.2,8378,12,8277,12.8,5177,31.2
03/01/2023,40091,9,McIntosh County,OK,93.8,12596,64.3,12585,67.6,12435,72.5,11936,75.8,4868,95,10982,56,10980,58.9,536,18.6,10858,63.3,10444,66.3,4401,86.8,5238,47.7,5238,47.7,5219,48.1,5154,49.3,4368,59.5,2954,67.1,2010,46,1568,53.1,D,14,14,13,14,15,16,Non-metro,6,6,5,6,7,8,15,15,15,15,7,7,7,7,19596,18630,2874,17147,15756,5069,2178,11.7,2169,12.6,2148,13.6,1499,29.6
03/01/2023,19131,9,Mitchell County,IA,97.3,5593,52.8,5581,56,5447,60.7,5141,63.6,2013,88.9,5300,50.1,5297,53.2,411,21.8,5167,57.6,4886,60.5,1945,85.9,3343,63.1,3342,63.1,3324,64.3,3249,66.5,2604,77.2,1669,85.8,1668,64.1,1253,75.1,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,4,4,4,4,8,8,8,8,10586,9959,1882,8975,8077,2265,1836,18.4,1828,20.4,1803,22.3,1214,53.6
03/01/2023,23011,9,Kennebec County,ME,96.2,107406,87.8,106537,91.6,102718,95,97118,95,30278,95,92129,75.3,91669,78.8,8637,49.9,88162,82.2,83032,83.9,25115,95,54779,59.5,54767,59.7,53765,61,51493,62,35481,73,20061,79.9,22781,64.2,14980,74.7,B,7,7,7,8,8,8,Non-metro,7,7,7,8,8,8,8,8,8,7,8,8,8,7,122302,116283,17295,107231,98988,25150,32368,27.8,31801,29.7,30921,31.2,16538,65.8
03/01/2023,22117,9,Washington Parish,LA,96.9,22482,48.7,22473,52.1,22108,56.7,20951,59.6,6756,79,19912,43.1,19911,46.2,1218,15.4,19644,50.3,18693,53.1,6226,72.8,9081,45.6,9081,45.6,9070,46.2,8955,47.9,7106,60.6,4431,71.2,2336,32.9,1634,36.9,D,13,13,13,14,14,15,Non-metro,5,5,5,6,6,7,15,15,15,15,7,7,7,7,46194,43106,7925,39020,35181,8554,2045,4.7,2042,5.2,2019,5.7,1241,14.5
03/01/2023,48115,9,Dawson County,TX,98.9,5028,39.5,5021,42.6,4960,47.2,4787,50.6,1420,74.8,4378,34.4,4377,37.1,181,7.7,4328,41.2,4196,44.4,1273,67.1,1490,34,1490,34,1487,34.4,1481,35.3,1147,47,679,53.3,366,31.9,249,36.7,D,13,13,13,13,13,15,Non-metro,5,5,5,5,5,7,14,14,14,14,6,6,6,6,12728,11797,2340,10515,9457,1898,482,4.1,482,4.6,480,5.1,261,13.8
03/01/2023,13117,9,Forsyth County,GA,88.8,148566,60.8,147467,64.1,140244,68.8,127614,71.5,26027,86.2,134311,55,133833,58.2,17065,33.2,127637,62.7,116768,65.4,24070,79.7,67249,50.1,67220,50.2,65816,51.6,62349,53.4,34842,62,16890,70.2,15596,44.8,8822,52.2,A,2,2,2,2,3,3,Metro,2,2,2,2,3,3,4,4,4,3,4,4,4,3,244252,229981,51407,203709,178574,30187,24175,10.5,23456,11.5,22221,12.4,8708,28.8
03/01/2023,01127,9,Walker County,AL,92.6,36862,58,36807,61.7,36331,67.1,34778,70.4,12035,95,31030,48.8,31011,52,1568,15.3,30680,56.6,29443,59.6,10604,85.5,12153,39.2,12152,39.2,12124,39.5,11932,40.5,9749,51.2,6385,60.2,3303,33.9,2464,38.6,C,9,10,9,10,10,12,Metro,1,2,1,2,2,4,10,10,11,10,2,2,3,2,63521,59667,10279,54168,49388,12409,3312,5.6,3306,6.1,3263,6.6,2130,17.2
03/01/2023,48387,9,Red River County,TX,98.9,5749,47.8,5745,50.2,5684,54.3,5520,57.1,2244,73.7,5022,41.8,5020,43.9,189,10.7,4973,47.5,4831,50,2088,68.6,1887,37.6,1887,37.6,1879,37.8,1869,38.7,1629,46.5,1167,55.9,632,38.8,489,41.9,C,9,9,9,9,10,11,Non-metro,5,5,5,5,6,7,10,10,10,10,6,6,6,6,12023,11440,1770,10471,9670,3044,754,6.6,752,7.2,747,7.7,513,16.9
03/01/2023,31073,9,Gosper County,NE,91,,,,,,,,,,,823,41.4,823,43.7,53,16.6,808,46.8,770,49.3,285,58.5,543,66,543,66,542,67.1,534,69.4,445,80.8,285,95,234,52.6,174,61.1,A,1,1,1,1,1,2,Non-metro,5,5,5,5,5,6,4,4,4,4,8,8,8,8,1990,1882,320,1727,1562,487,266,14.1,265,15.3,260,16.6,182,37.4
03/01/2023,17049,9,Effingham County,IL,97.9,18478,54.3,18425,58.1,17988,63,17203,66.5,5856,95,17088,50.2,17065,53.8,1102,18.9,16679,58.4,15963,61.7,5496,90.3,9072,53.1,9072,53.2,9013,54,8867,55.5,6694,67.2,4250,77.3,3420,51.1,2508,59,A,2,2,1,2,2,4,Non-metro,6,6,5,6,6,8,4,4,4,3,8,8,8,7,34008,31692,5822,28550,25870,6087,3780,11.9,3756,13.2,3706,14.3,2380,39.1
03/01/2023,21009,9,Barren County,KY,94.1,23589,53.3,23563,57,22921,61.3,21557,63.7,6728,84.4,21133,47.8,21117,51,1768,23.6,20558,55,19349,57.1,6249,78.4,10081,47.7,10081,47.7,10017,48.7,9790,50.6,7420,63,4500,72,3255,43.9,2323,51.6,D,13,14,13,14,14,15,Non-metro,5,6,5,6,6,7,15,15,16,15,7,7,8,7,44249,41367,7506,37385,33861,7969,3689,8.9,3665,9.8,3619,10.7,2196,27.6
03/01/2023,19187,9,Webster County,IA,97.3,23016,64.1,22952,67.9,22473,72.9,21325,75.8,6771,95,21271,59.2,21231,62.8,1431,25.4,20829,67.6,19800,70.3,6314,93.4,11894,55.9,11892,56,11846,56.9,11596,58.6,8444,72.9,5170,81.9,5023,59.5,3496,67.6,B,6,6,5,7,7,8,Non-metro,6,6,5,7,7,8,8,8,8,8,8,8,8,8,35904,33791,5640,30828,28151,6759,5529,16.4,5512,17.9,5420,19.3,3303,48.9
03/01/2023,36093,9,Schenectady County,NY,97.5,131644,84.8,130545,89.3,124388,93.4,114814,94.3,30581,95,117633,75.7,116876,80,14544,59.8,111221,83.5,102332,84,26620,95,73319,62.3,73306,62.7,72178,64.9,68820,67.3,42999,79.4,22927,86.1,25130,58.4,15679,68.4,B,7,8,8,8,8,8,Metro,3,4,4,4,4,4,8,8,8,8,4,4,4,4,155299,146118,24332,133217,121786,26943,35541,24.3,34903,26.2,33741,27.7,16250,60.3
03/01/2023,26087,9,Lapeer County,MI,94.1,43521,49.7,,,,,,,,,42167,48.1,42145,50.5,2434,17.8,41620,54.2,39711,56.9,13561,82,23170,54.9,23170,55,23066,55.4,22550,56.8,17523,66.4,10210,75.3,5717,32.6,3949,38.7,A,1,2,1,2,2,4,Metro,1,2,1,2,2,4,4,4,4,3,4,4,4,3,87607,83505,13683,76732,69822,16533,5455,6.5,5406,7,5310,7.6,3109,18.8
03/01/2023,48473,9,Waller County,TX,98.9,27168,49.2,26988,52.3,25985,56.1,23812,56.8,5409,82.6,23347,42.3,23326,45.2,2568,26.5,22589,48.7,20758,49.5,4899,74.8,8310,35.6,8310,35.6,8179,36.2,8012,38.6,5607,51.9,3057,62.4,2164,38.6,1421,46.5,D,13,13,13,13,13,15,Metro,1,1,1,1,1,3,14,14,14,14,2,2,2,2,55246,51628,9707,46358,41921,6546,3019,5.8,2958,6.4,2874,6.9,1380,21.1
03/01/2023,48263,9,Kent County,TX,98.9,345,45.3,345,47.4,341,52.3,335,56.1,146,72.6,303,39.8,303,41.6,5,3.8,300,46,298,49.9,134,66.7,126,41.6,126,41.6,126,42,125,41.9,108,51.2,81,60.4,52,48.1,43,53.1,A,1,1,1,1,1,3,Non-metro,5,5,5,5,5,7,3,3,3,2,7,7,7,6,762,728,131,652,597,201,44,6,44,6.7,44,7.4,32,15.9
03/01/2023,48229,9,Hudspeth County,TX,98.9,3996,81.8,3960,85.7,3666,87.4,3307,85.5,549,70.8,3345,68.5,3344,72.4,513,68.3,3125,74.5,2831,73.2,472,60.9,1210,36.2,1210,36.2,1190,38.1,1146,40.5,642,61.1,314,66.5,243,37.9,140,44.6,D,15,15,16,15,15,14,Metro,3,3,4,3,3,2,14,14,15,15,2,2,3,3,4886,4620,751,4196,3869,775,387,8.4,382,9.1,369,9.5,127,16.4
03/01/2023,40083,9,Logan County,OK,93.8,21253,44.3,21187,46.8,20709,50.4,19522,52.5,5816,73.9,17738,36.9,17713,39.1,1345,16.6,17331,42.1,16368,44,4948,62.9,7900,44.5,7900,44.6,7823,45.1,7635,46.6,5732,59.7,3435,69.4,3271,57.1,2260,65.8,B,5,5,5,5,5,6,Metro,1,1,1,1,1,2,7,7,7,7,3,3,3,3,48011,45283,8111,41126,37172,7868,4312,9.5,4277,10.4,4200,11.3,2435,30.9
03/01/2023,53029,9,Island County,WA,96,77025,90.5,76412,95,73793,95,69805,95,22800,95,67554,79.3,67220,83.6,5625,52.9,65045,87.5,61595,88.3,20741,95,39555,58.6,39520,58.8,38810,59.7,37524,60.9,26804,76.5,17493,84.3,18017,67.2,13084,74.8,B,7,8,8,8,8,8,Non-metro,7,8,8,8,8,8,8,8,8,8,8,8,8,8,85141,80404,10638,74364,69766,21473,21921,27.3,21521,28.9,21012,30.1,12721,59.2
03/01/2023,39157,9,Tuscarawas County,OH,98.6,44845,48.8,44685,51.8,43805,56,41710,58.7,15169,82.6,42288,46,42228,49,2745,18.1,41437,53,39483,55.6,14615,79.6,23676,56,23672,56.1,23500,56.7,22949,58.1,17748,69.1,11357,77.7,9292,52.4,6821,60.1,B,5,5,5,6,6,7,Non-metro,5,5,5,6,6,7,8,8,8,7,8,8,8,7,91987,86197,15201,78171,70996,18364,9582,11.1,9508,12.2,9346,13.2,6064,33
03/01/2023,30001,9,Beaverhead County,MT,95.9,5730,60.6,5720,63.2,5598,66.5,5306,67.9,2002,95,5248,55.5,5245,58,359,29.1,5133,61,4886,62.5,1904,90.3,2864,54.6,2864,54.6,2853,55.6,2803,57.4,2125,68.3,1415,74.3,1031,48.5,746,52.7,B,6,6,5,6,6,8,Non-metro,6,6,5,6,6,8,8,8,8,7,8,8,8,7,9453,9044,1232,8412,7812,2108,1215,13.4,1205,14.3,1188,15.2,722,34.3
03/01/2023,25017,9,Middlesex County,MA,90,1713788,95,1685627,95,1582428,95,1461815,95,310908,95,1377606,85.5,1359075,89,185547,80.3,1273532,90.7,1173528,90.5,254678,95,853117,61.9,850963,62.6,816601,64.1,762888,65,406096,73.6,200341,78.7,250775,61.8,137836,68.8,B,8,8,8,8,8,8,Metro,4,4,4,4,4,4,8,8,8,7,4,4,4,3,1611699,1527211,231128,1404793,1296083,252286,571739,37.4,546899,38.9,516004,39.8,168449,66.8
03/01/2023,21075,9,Fulton County,KY,94.1,4386,73.5,4386,77.7,4355,85.2,4227,90,1601,95,3663,61.4,3663,64.9,113,11.9,3644,71.3,3550,75.6,1412,95,1271,34.7,1271,34.7,1266,34.7,1251,35.2,1007,42,660,46.7,296,29.4,226,34.2,D,14,14,13,15,15,16,Non-metro,6,6,5,7,7,8,14,14,14,13,6,6,6,5,5969,5648,951,5109,4697,1238,445,7.9,441,8.6,438,9.3,283,22.9
03/01/2023,35035,9,Otero County,NM,97,52530,77.8,52231,82.9,50289,88.3,47022,90.3,12397,95,43459,64.4,43355,68.8,4250,38.9,41829,73.4,39105,75.1,10528,90.1,19939,45.9,19938,46,19583,46.8,18732,47.9,12143,61.2,7062,67.1,6174,50.8,4035,57.1,D,14,15,14,15,15,16,Non-metro,6,7,6,7,7,8,15,15,15,15,7,7,7,7,67490,62994,10932,56959,52062,11687,8262,13.1,8142,14.3,7866,15.1,3949,33.8
03/01/2023,17065,9,Hamilton County,IL,97.9,3577,44.1,3567,46.5,3527,50.2,3412,53.8,1327,73.1,3296,40.6,3291,42.9,139,10.4,3259,46.4,3152,49.7,1247,68.7,1776,53.9,1776,54,1767,54.2,1741,55.2,1446,66.2,950,76.2,694,48,533,56.1,B,5,5,5,5,5,7,Non-metro,5,5,5,5,5,7,8,8,8,7,8,8,8,7,8116,7679,1336,7021,6343,1816,716,9.3,716,10.2,709,11.2,469,25.8
03/01/2023,48199,9,Hardin County,TX,98.9,25091,43.6,25057,46.4,24691,51,23487,53.9,7760,79.5,22056,38.3,22045,40.8,1319,12.6,21744,45,20726,47.6,7148,73.2,8335,37.8,8335,37.8,8293,38.1,8196,39.5,6729,51.6,4470,62.5,2547,37.9,1939,43.4,B,5,5,5,5,5,7,Metro,1,1,1,1,1,3,6,6,6,6,2,2,2,2,57602,54022,10473,48372,43549,9762,2475,4.6,2461,5.1,2421,5.6,1611,16.5
03/01/2023,31179,9,Wayne County,NE,91,,,,,,,,,,,4024,42.9,4018,45.2,416,31,3883,47.6,3602,47.8,953,60.9,2528,62.8,2528,62.9,2506,64.5,2435,67.6,1608,87.8,964,95,871,54.2,617,64,A,1,1,2,1,1,2,Non-metro,5,5,6,5,5,6,4,4,4,4,8,8,8,8,9385,8886,1343,8160,7543,1566,1164,13.1,1149,14.1,1122,14.9,624,39.8
03/01/2023,56035,9,Sublette County,WY,97.1,4393,44.7,4378,47,4282,50.8,4071,53.1,1393,69.1,3833,39,3821,41.1,258,15.7,3741,44.4,3563,46.5,1237,61.3,1883,49.1,1883,49.3,1863,49.8,1819,51.1,1374,62.1,892,72.1,695,50.6,527,59.1,A,1,1,1,1,1,2,Non-metro,5,5,5,5,5,6,3,3,4,3,7,7,8,7,9831,9306,1644,8428,7662,2017,847,9.1,833,9.9,815,10.6,530,26.3
03/01/2023,21201,9,Robertson County,KY,94.1,899,42.6,899,45,881,48.4,832,49.6,279,60.3,841,39.9,841,42.1,60,18.8,825,45.3,781,46.6,272,58.7,472,56.1,472,56.1,468,56.7,461,59,349,71.5,214,78.7,152,43.6,112,52.3,B,5,5,5,5,5,6,Non-metro,5,5,5,5,5,6,8,8,8,7,8,8,8,7,2108,1996,320,1820,1676,463,178,8.9,174,9.6,172,10.3,107,23.1
03/01/2023,28095,9,Monroe County,MS,98.1,20486,58.1,20478,61.6,20250,67,19175,70.2,6487,93.3,18358,52.1,18358,55.2,1106,18.6,18171,60.1,17252,63.2,6105,87.8,7600,41.4,7600,41.4,7588,41.8,7484,43.4,6176,54.8,4052,66.4,2053,33.2,1539,38,C,10,10,9,10,10,12,Non-metro,6,6,5,6,6,8,11,11,11,11,7,7,7,7,35252,33262,5946,30237,27316,6954,1900,5.7,1898,6.3,1879,6.9,1221,17.6
03/01/2023,39075,9,Holmes County,OH,98.6,8757,19.9,8744,21.7,8629,24.5,8338,27.4,3340,54.3,8182,18.6,8174,20.3,380,3.9,8074,22.9,7794,25.6,3195,51.9,4551,55.6,4551,55.7,4522,56,4451,57.1,3602,66.1,2369,74.1,1929,53.6,1387,58.5,B,5,5,5,5,5,6,Non-metro,5,5,5,5,5,6,8,8,8,7,8,8,8,7,43960,40341,9862,35185,30479,6156,2046,5.1,2032,5.8,2006,6.6,1292,21
03/01/2023,40067,9,Jefferson County,OK,93.8,3083,51.4,3082,54.5,3043,60.3,2939,64.6,1159,90,2583,43,2582,45.7,96,8.7,2564,50.8,2486,54.6,1006,78.1,1109,42.9,1109,43,1105,43.1,1093,44,926,53.4,614,61,380,41,281,45.8,D,13,13,13,14,14,15,Non-metro,5,5,5,6,6,7,15,15,15,14,7,7,7,6,6002,5655,1104,5045,4551,1288,454,8,454,9,448,9.8,281,21.8
03/01/2023,30023,9,Deer Lodge County,MT,95.9,5938,65,5904,66.9,5707,68.1,5344,67.7,2089,93.2,5473,59.9,5448,61.8,504,54,5275,63,4944,62.7,1975,88.1,3374,61.6,3374,61.9,3345,63.4,3234,65.4,2536,75.2,1655,83.8,1511,59.6,1122,67.8,C,10,10,12,10,10,12,Non-metro,6,6,8,6,6,8,12,12,12,12,8,8,8,8,9140,8822,934,8375,7888,2242,1685,19.1,1677,20,1645,20.9,1058,47.2
03/01/2023,30019,9,Daniels County,MT,95.9,770,45.6,770,47.9,756,52,727,54.3,309,64.6,720,42.6,720,44.7,36,13.3,706,48.6,684,51.1,296,61.9,378,52.5,378,52.5,377,53.4,375,54.8,309,64.8,215,72.6,163,52.8,128,59.5,A,1,1,1,1,2,2,Non-metro,5,5,5,5,6,6,4,4,4,3,8,8,8,7,1690,1609,271,1454,1338,478,176,10.9,176,12.1,176,13.2,119,24.9
03/01/2023,20057,9,Ford County,KS,93.9,18466,54.9,18425,59.9,17791,66.4,16130,68.4,3473,91.2,16244,48.3,16227,52.8,1813,25.3,15760,58.8,14414,61.1,3204,84.1,6461,39.8,6460,39.8,6402,40.6,6147,42.6,4190,60.4,2293,71.6,1847,44.1,1272,55.5,D,13,14,13,14,14,16,Non-metro,5,6,5,6,6,8,14,15,15,15,6,7,7,7,33619,30761,7162,26788,23599,3809,1163,3.8,1149,4.3,1121,4.8,523,13.7
